year,evidence_intuition_diffpool_score_mean,evidence_mean,intuition_mean,count,ddi,transparent_laws,clientelism_index,gdp_per_capita,judiciary_index,country
1972,-0.004985831659364079,0.062005199265607144,0.07404832012598697,17753,0.648,3.16,0.171,17366.0,0.945,Iceland
1973,0.09920528416493202,0.08310682460509633,-0.05365009549187621,15692,0.648,3.16,0.171,18277.0,0.945,Iceland
1974,0.005906089996220254,0.023482265752484396,0.005586442617259688,18873,0.65,3.16,0.171,19054.0,0.945,Iceland
1975,0.010537423734152888,0.011187309724675196,-0.01806379365114885,19950,0.652,3.16,0.172,18935.0,0.945,Iceland
1976,0.006354409792314748,0.0036023024796345976,-0.024961931011077944,19807,0.652,3.16,0.172,19877.0,0.945,Iceland
1977,0.018974721139174942,-0.029318667360392167,-0.07006951938112421,17614,0.652,3.16,0.172,21465.0,0.945,Iceland
1978,0.02000120696506104,0.03946250798792228,-0.02584049720669063,22040,0.651,3.16,0.168,22579.0,0.945,Iceland
1979,0.047291289480668325,0.06321891808509432,-0.028997769819741264,16848,0.65,3.16,0.166,23443.0,0.945,Iceland
1980,0.09935232188730742,0.09395327889754576,-0.08043026894472756,25370,0.665,3.16,0.151,24528.0,0.945,Iceland
1981,0.1042140447255998,0.07156333926508131,-0.08500636888910831,25832,0.665,3.16,0.151,25284.0,0.945,Iceland
1982,0.1563179236479817,0.10875080738463949,-0.12406127295861534,21943,0.672,3.16,0.151,25477.0,0.945,Iceland
1983,0.029400048624337205,0.05609472140496488,0.02070154441355537,20232,0.689,3.16,0.155,24605.0,0.945,Iceland
1984,0.07245269050386287,0.09161174081414963,-0.038018897546233776,33573,0.689,3.16,0.157,25357.0,0.945,Iceland
1985,0.09041769555217444,0.09752395726935977,-0.06024378289482312,35197,0.689,3.16,0.157,25990.0,0.945,Iceland
1986,0.046154083919242916,0.049555256255620204,-0.05962886704139728,23073,0.697,3.16,0.157,27439.0,0.945,Iceland
1987,0.03457222870350883,0.055205784178439174,-0.025718598961317302,26433,0.702,3.16,0.139,29576.0,0.945,Iceland
1988,-0.06317204100992865,-0.047625731404120485,0.031562334747062035,34801,0.704,3.16,0.139,28934.0,0.945,Iceland
1989,0.026356507069088833,-0.022773971151618114,-0.05803270089983115,39605,0.706,3.16,0.124,28652.0,0.945,Iceland
1990,0.060819687543768985,0.021087857613371404,-0.07472244697002041,36430,0.747,3.16,0.119,28760.0,0.945,Iceland
1991,-0.04607284057301468,-0.032236045311684586,0.056174504135746574,34549,0.733,3.16,0.121,28258.018,0.945,Iceland
1992,-0.08861660075910284,-0.06385938175442211,0.060439095394741155,51884,0.734,3.16,0.122,26859.281,0.945,Iceland
1993,-0.05543463339057014,-0.061716707085229035,0.03065439476581901,38511,0.734,3.16,0.122,26833.8,0.945,Iceland
1994,-0.006363483485764501,-0.028207924601528246,0.026569850529304582,41777,0.734,3.16,0.122,27457.807,0.945,Iceland
1995,0.0049396098305760664,-0.008122398969741514,0.006715799656461227,27421,0.733,3.525,0.115,27235.834,0.945,Iceland
1996,-0.06900545990098017,0.0038147318669999146,0.08879895890541128,37254,0.738,3.525,0.114,28277.787,0.945,Iceland
1997,0.06145398199437814,0.0254889924331606,-0.05079347144559086,32749,0.737,3.525,0.114,29939.143,0.945,Iceland
1998,0.08093137469457978,0.07558129053010193,-0.008431381216287847,43457,0.737,3.525,0.114,31444.615,0.945,Iceland
1999,0.0780985133605832,-0.012661608524058565,-0.08898939379937097,29863,0.74,3.525,0.112,32186.932,0.945,Iceland
2000,0.1322259823583777,0.03848136402674078,-0.17130746434574773,37120,0.741,3.525,0.089,33108.29,0.945,Iceland
2001,0.017554216572325965,0.0034348673893530445,-0.04444909085195443,42294,0.741,3.525,0.089,33794.453,0.945,Iceland
2002,0.12356251841255761,0.0035711833235724335,-0.1291051362504616,40924,0.741,3.525,0.089,33470.496,0.945,Iceland
2003,0.1268621090887149,0.018447674157269427,-0.1468999339965696,30296,0.74,3.525,0.067,33920.707,0.945,Iceland
2004,0.018739013180434208,0.006519564182987765,-0.033985421205427996,49976,0.74,3.525,0.067,36209.242,0.945,Iceland
2005,0.08200427052399817,0.002384021761420965,-0.12446957124717704,39710,0.738,3.525,0.065,37884.06,0.945,Iceland
2006,0.05748332199988729,0.01835971490741295,-0.08558622425918617,47599,0.73,3.525,0.065,38707.215,0.945,Iceland
2007,-0.0017188184118639778,-0.03661013392121402,-0.05882549143486913,41816,0.737,3.525,0.062,41111.156,0.945,Iceland
2008,0.018920460618783577,-0.034787169893259924,-0.0927445398013835,41683,0.75,3.525,0.057,40810.23,0.945,Iceland
2009,-0.11864365868723312,-0.051012625847297786,0.14338588644888717,67111,0.77,3.525,0.057,37701.85,0.945,Iceland
2010,0.06197398363086852,0.08568820000490474,0.014815996165179179,45002,0.771,3.525,0.052,36272.688,0.945,Iceland
2011,-0.008105089677241299,0.024393349189829584,0.037485132154646265,52476,0.772,3.525,0.052,36740.0,0.936,Iceland
2012,0.04702513670265146,0.04579667285027855,0.015009238235631762,65074,0.769,3.525,0.055,36933.895,0.944,Iceland
2013,-0.0011224383216062567,0.025333165633150623,0.016626438594516,44791,0.709,3.676,0.101,38245.496,0.944,Iceland
2014,-0.0184366679738473,-0.0406750075965854,0.01171718586668962,47834,0.697,3.676,0.121,38463.027,0.944,Iceland
2015,-0.09030679015800935,-0.05523601721891644,0.11843622684766153,58875,0.695,3.676,0.124,39756.527,0.944,Iceland
2016,0.01324146209068598,-0.050554918756594035,-0.06933976963202851,33131,0.727,3.676,0.079,41682.867,0.944,Iceland
2017,0.05535556623359595,0.00026044946530199935,-0.07948368147145284,30653,0.756,3.676,0.061,42419.383,0.944,Iceland
2018,0.06383182178002134,0.011433787781642394,-0.09748843870998407,46740,0.767,3.676,0.061,43321.062,0.944,Iceland
2019,0.016385076642659892,-0.008991258008028668,-0.03316343203464982,57367,0.781,3.676,0.061,43136.605,0.944,Iceland
2020,0.08014448526358202,0.001159267976307985,-0.1039396826121678,40053,0.795,3.515,0.055,39368.4,0.949,Iceland
2021,0.05054993304005753,0.017763228907698488,-0.060528210403080006,29444,0.745,3.586,0.073,40412.617,0.946,Iceland
2022,0.02879319854432476,0.004092119014611261,0.006620951640576415,40180,0.738,3.586,0.074,42145.594,0.946,Iceland
2023,0.0286194688372178,0.020107004787988852,-0.04214504283631108,34895,0.756,3.586,0.074,,0.946,Iceland
